text,condition,img_name,group_id,prompt_type,response_type,response,model_name,version,num_params
"Phil was trying to get a barbecue going. He tried blowing on the coals, but they still weren't burning well. What can Phil use to fan the fire?",related_image,bellows_natural.jpeg,7,explicit,logits,-0.7138075828552246,bridgetower,natural,864518146
"Peggy was babysitting her infant nephew. He was being fussy, but she had few toys to occupy him. What can Peggy give her infant nephew to play with?",afforded_image,plasticspoon_natural.jpeg,8,explicit,logits,0.2603907287120819,bridgetower,natural,864518146
"Peggy was babysitting her infant nephew. He was being fussy, but she had few toys to occupy him. What can Peggy give her infant nephew to play with?",non-afforded_image,largerefrigerator_natural.jpeg,8,explicit,logits,-3.064253330230713,bridgetower,natural,864518146
"Peggy was babysitting her infant nephew. He was being fussy, but she had few toys to occupy him. What can Peggy give her infant nephew to play with?",related_image,redbeanbag_natural.jpeg,8,explicit,logits,-2.9015755653381348,bridgetower,natural,864518146
"Joe's roommates had taken all of the space in the closet, and there was no place to hang his coat. What can Joe use as a coat rack?",afforded_image,vacuumcleaner_natural.jpeg,9,explicit,logits,1.7090089321136475,bridgetower,natural,864518146
"Joe's roommates had taken all of the space in the closet, and there was no place to hang his coat. What can Joe use as a coat rack?",non-afforded_image,electricoutlet_natural.jpeg,9,explicit,logits,-1.0813642740249634,bridgetower,natural,864518146
"Joe's roommates had taken all of the space in the closet, and there was no place to hang his coat. What can Joe use as a coat rack?",related_image,doorknob_natural.jpeg,9,explicit,logits,1.2810701131820679,bridgetower,natural,864518146
"Jonathan opened up his car's trunk, but the ice scraper wasn't there. What can Jonathan use to chisel an inch of ice off his windshield?",afforded_image,seveniron_natural.jpeg,10,explicit,logits,-3.44142484664917,bridgetower,natural,864518146
"Jonathan opened up his car's trunk, but the ice scraper wasn't there. What can Jonathan use to chisel an inch of ice off his windshield?",non-afforded_image,hamsandwich_natural.jpeg,10,explicit,logits,-2.6187899112701416,bridgetower,natural,864518146
"Jonathan opened up his car's trunk, but the ice scraper wasn't there. What can Jonathan use to chisel an inch of ice off his windshield?",related_image,screwdriver_natural.jpeg,10,explicit,logits,0.860065221786499,bridgetower,natural,864518146
"After taking a shower at the gym, Sarah discovered that her skirt needed to be pressed free of wrinkles before she returned to work. What can Sarah use to smooth her skirt?",afforded_image,warmthermos_natural.jpeg,11,explicit,logits,-5.190924167633057,bridgetower,natural,864518146
"After taking a shower at the gym, Sarah discovered that her skirt needed to be pressed free of wrinkles before she returned to work. What can Sarah use to smooth her skirt?",non-afforded_image,hairpin_natural.jpeg,11,explicit,logits,-3.1770434379577637,bridgetower,natural,864518146
"After taking a shower at the gym, Sarah discovered that her skirt needed to be pressed free of wrinkles before she returned to work. What can Sarah use to smooth her skirt?",related_image,hairdryer_natural.jpeg,11,explicit,logits,-0.6918984055519104,bridgetower,natural,864518146
"At work, Aaron realized that he forgot his cap. The rule was that if your hair isn't covered, you cannot work. What can Aaron use to cover his hair?",afforded_image,sandwichwrapper_natural.jpeg,12,explicit,logits,1.3487637042999268,bridgetower,natural,864518146
"At work, Aaron realized that he forgot his cap. The rule was that if your hair isn't covered, you cannot work. What can Aaron use to cover his hair?",non-afforded_image,hamburgerbun_natural.png,12,explicit,logits,-0.8855182528495789,bridgetower,natural,864518146
"At work, Aaron realized that he forgot his cap. The rule was that if your hair isn't covered, you cannot work. What can Aaron use to cover his hair?",related_image,showercap_natural.jpeg,12,explicit,logits,1.0678461790084839,bridgetower,natural,864518146
Marissa forgot to bring her pillow on her camping trip. What can Marissa use as a pillow?,afforded_image,leaves_natural.jpeg,13,explicit,logits,-2.420036792755127,bridgetower,natural,864518146
Marissa forgot to bring her pillow on her camping trip. What can Marissa use as a pillow?,non-afforded_image,water_natural.jpeg,13,explicit,logits,-1.7446577548980713,bridgetower,natural,864518146
Marissa forgot to bring her pillow on her camping trip. What can Marissa use as a pillow?,related_image,clothes_natural.jpeg,13,explicit,logits,-3.516087293624878,bridgetower,natural,864518146
"After wading barefoot in the lake, Erik needed something to get dry. What can Erik use to dry his feet?",afforded_image,shirt_natural.jpeg,14,explicit,logits,-1.9900054931640625,bridgetower,natural,864518146
"After wading barefoot in the lake, Erik needed something to get dry. What can Erik use to dry his feet?",non-afforded_image,glasses_natural.jpeg,14,explicit,logits,-1.694711446762085,bridgetower,natural,864518146
"After wading barefoot in the lake, Erik needed something to get dry. What can Erik use to dry his feet?",related_image,towel_natural.jpeg,14,explicit,logits,1.2943673133850098,bridgetower,natural,864518146
"While taking a walk, Colleen ran into an old friend. They exchanged phone numbers, but Colleen couldn't find anything to write on. What can Colleen write down the number on?",afforded_image,popsiclestick_natural.jpeg,15,explicit,logits,1.0903918743133545,bridgetower,natural,864518146
"While taking a walk, Colleen ran into an old friend. They exchanged phone numbers, but Colleen couldn't find anything to write on. What can Colleen write down the number on?",non-afforded_image,bentearring_natural.jpeg,15,explicit,logits,-0.8618228435516357,bridgetower,natural,864518146
"While taking a walk, Colleen ran into an old friend. They exchanged phone numbers, but Colleen couldn't find anything to write on. What can Colleen write down the number on?",related_image,notepad_natural.jpeg,15,explicit,logits,0.9810505509376526,bridgetower,natural,864518146
Harry accidentally dropped his book behind his bed. He couldn't reach it with his hand. What can Harry use to push it out?,afforded_image,rolledpaper_natural.jpeg,16,explicit,logits,-2.016005516052246,bridgetower,natural,864518146
Harry accidentally dropped his book behind his bed. He couldn't reach it with his hand. What can Harry use to push it out?,non-afforded_image,smellysock_natural.jpeg,16,explicit,logits,-2.038079261779785,bridgetower,natural,864518146
Harry accidentally dropped his book behind his bed. He couldn't reach it with his hand. What can Harry use to push it out?,related_image,mophandle_natural.jpeg,16,explicit,logits,-1.7603085041046143,bridgetower,natural,864518146
"Janet was teaching and needed to draw on the blackboard, but there were no fresh supplies in the classroom. What can Janet use to draw on the blackboard?",afforded_image,rice_natural.jpeg,17,explicit,logits,-4.7882537841796875,bridgetower,natural,864518146
"Janet was teaching and needed to draw on the blackboard, but there were no fresh supplies in the classroom. What can Janet use to draw on the blackboard?",non-afforded_image,water_natural.jpeg,17,explicit,logits,-2.5736420154571533,bridgetower,natural,864518146
"Janet was teaching and needed to draw on the blackboard, but there were no fresh supplies in the classroom. What can Janet use to draw on the blackboard?",related_image,chalk_natural.jpeg,17,explicit,logits,-0.3566140830516815,bridgetower,natural,864518146
"Judy was using the Xerox machine in the hallway, but people kept cutting in to make a few copies. Where can Judy move the Xerox machine to for more privacy?",afforded_image,thelavatory_natural.jpeg,18,explicit,logits,-2.935835838317871,bridgetower,natural,864518146
"Judy was using the Xerox machine in the hallway, but people kept cutting in to make a few copies. Where can Judy move the Xerox machine to for more privacy?",non-afforded_image,hermailbox_natural.jpeg,18,explicit,logits,-0.8597904443740845,bridgetower,natural,864518146
"Judy was using the Xerox machine in the hallway, but people kept cutting in to make a few copies. Where can Judy move the Xerox machine to for more privacy?",related_image,heroffice_natural.jpeg,18,explicit,logits,-3.4507250785827637,bridgetower,natural,864518146
Brad was sitting in his office when an intruder threatened him with a knife. Brad used this to protect himself.,afforded_image,laptopcomputer_natural.jpeg,1,implicit,logits,-3.9008452892303467,bridgetower,natural,864518146
Brad was sitting in his office when an intruder threatened him with a knife. Brad used this to protect himself.,non-afforded_image,papernapkin_natural.jpeg,1,implicit,logits,-1.324763298034668,bridgetower,natural,864518146
Brad was sitting in his office when an intruder threatened him with a knife. Brad used this to protect himself.,related_image,huntingrifle_natural.jpeg,1,implicit,logits,3.033489465713501,bridgetower,natural,864518146
Jenny was hiking in the woods. She left her friend Adam a note explaining that she would mark her choice of direction at each intersection. Jenny pointed out her path using this.,afforded_image,pen_natural.jpeg,2,implicit,logits,-5.641628265380859,bridgetower,natural,864518146
Jenny was hiking in the woods. She left her friend Adam a note explaining that she would mark her choice of direction at each intersection. Jenny pointed out her path using this.,non-afforded_image,nickel_natural.jpeg,2,implicit,logits,-3.060253858566284,bridgetower,natural,864518146
Jenny was hiking in the woods. She left her friend Adam a note explaining that she would mark her choice of direction at each intersection. Jenny pointed out her path using this.,related_image,string_natural.jpeg,2,implicit,logits,-0.7718191146850586,bridgetower,natural,864518146
Art was having a party. He realized he didn't have enough coasters to protect the tables from condensation dripping off the glasses. Art used this to protect his table.,afforded_image,floppydisks_natural.jpeg,3,implicit,logits,-5.206629276275635,bridgetower,natural,864518146
Art was having a party. He realized he didn't have enough coasters to protect the tables from condensation dripping off the glasses. Art used this to protect his table.,non-afforded_image,pencils_natural.jpeg,3,implicit,logits,-4.487534999847412,bridgetower,natural,864518146
Art was having a party. He realized he didn't have enough coasters to protect the tables from condensation dripping off the glasses. Art used this to protect his table.,related_image,oldmagazines_natural.jpeg,3,implicit,logits,-3.9745736122131348,bridgetower,natural,864518146
"Mike was freezing in the wind. He needed something to cover his face, but he didn't have enough money to buy a scarf. Mike used this to cover his face.",afforded_image,newspaper_natural.jpeg,4,implicit,logits,-2.5410208702087402,bridgetower,natural,864518146
"Mike was freezing in the wind. He needed something to cover his face, but he didn't have enough money to buy a scarf. Mike used this to cover his face.",non-afforded_image,matchbook_natural.jpeg,4,implicit,logits,-6.756580352783203,bridgetower,natural,864518146
"Mike was freezing in the wind. He needed something to cover his face, but he didn't have enough money to buy a scarf. Mike used this to cover his face.",related_image,skimask_natural.jpeg,4,implicit,logits,1.1828291416168213,bridgetower,natural,864518146
"David was playing hide and seek with his son, Duncan. Duncan hid in here.",afforded_image,clothesdryer_natural.jpeg,5,implicit,logits,-2.7389683723449707,bridgetower,natural,864518146
"David was playing hide and seek with his son, Duncan. Duncan hid in here.",non-afforded_image,cookiejar_natural.jpeg,5,implicit,logits,-1.4111323356628418,bridgetower,natural,864518146
"David was playing hide and seek with his son, Duncan. Duncan hid in here.",related_image,broomcloset_natural.jpeg,5,implicit,logits,-1.8223912715911865,bridgetower,natural,864518146
"Bill was painting his barn. Part of the wall was too high to reach without a ladder, but he'd lent his ladder to a neighbor. Bill stood on this to finish painting.",afforded_image,tractor_natural.jpeg,6,implicit,logits,-3.460970640182495,bridgetower,natural,864518146
"Bill was painting his barn. Part of the wall was too high to reach without a ladder, but he'd lent his ladder to a neighbor. Bill stood on this to finish painting.",non-afforded_image,hammer_natural.jpeg,6,implicit,logits,-5.289709091186523,bridgetower,natural,864518146
"Bill was painting his barn. Part of the wall was too high to reach without a ladder, but he'd lent his ladder to a neighbor. Bill stood on this to finish painting.",related_image,chair_natural.jpeg,6,implicit,logits,-5.45450496673584,bridgetower,natural,864518146
"Phil was trying to get a barbecue going. He tried blowing on the coals, but they still weren't burning well.  Phil used this to fan the fire.",afforded_image,map_natural.jpeg,7,implicit,logits,-3.9650790691375732,bridgetower,natural,864518146
"Phil was trying to get a barbecue going. He tried blowing on the coals, but they still weren't burning well.  Phil used this to fan the fire.",non-afforded_image,rock_natural.jpeg,7,implicit,logits,-2.9051620960235596,bridgetower,natural,864518146
"Phil was trying to get a barbecue going. He tried blowing on the coals, but they still weren't burning well.  Phil used this to fan the fire.",related_image,bellows_natural.jpeg,7,implicit,logits,0.6414681673049927,bridgetower,natural,864518146
"Peggy was babysitting her infant nephew. He was being fussy, but she had few toys to occupy him. Peggy gave him this to play with.",afforded_image,plasticspoon_natural.jpeg,8,implicit,logits,-0.4799800515174866,bridgetower,natural,864518146
"Peggy was babysitting her infant nephew. He was being fussy, but she had few toys to occupy him. Peggy gave him this to play with.",non-afforded_image,largerefrigerator_natural.jpeg,8,implicit,logits,-3.722464084625244,bridgetower,natural,864518146
"Peggy was babysitting her infant nephew. He was being fussy, but she had few toys to occupy him. Peggy gave him this to play with.",related_image,redbeanbag_natural.jpeg,8,implicit,logits,-4.155635833740234,bridgetower,natural,864518146
"Joe's roommates had taken all of the space in the closet, and there was no place to hang his coat. Joe used this as a coat rack.",afforded_image,vacuumcleaner_natural.jpeg,9,implicit,logits,-0.4405140280723572,bridgetower,natural,864518146
"Joe's roommates had taken all of the space in the closet, and there was no place to hang his coat. Joe used this as a coat rack.",non-afforded_image,electricoutlet_natural.jpeg,9,implicit,logits,-2.570434331893921,bridgetower,natural,864518146
"Joe's roommates had taken all of the space in the closet, and there was no place to hang his coat. Joe used this as a coat rack.",related_image,doorknob_natural.jpeg,9,implicit,logits,0.2913101315498352,bridgetower,natural,864518146
"Jonathan opened up his car's trunk, but the ice scraper wasn't there. Jonathan used this to chisel an inch of ice off his windshield.",afforded_image,seveniron_natural.jpeg,10,implicit,logits,-4.18989896774292,bridgetower,natural,864518146
"Jonathan opened up his car's trunk, but the ice scraper wasn't there. Jonathan used this to chisel an inch of ice off his windshield.",non-afforded_image,hamsandwich_natural.jpeg,10,implicit,logits,-5.91439151763916,bridgetower,natural,864518146
"Jonathan opened up his car's trunk, but the ice scraper wasn't there. Jonathan used this to chisel an inch of ice off his windshield.",related_image,screwdriver_natural.jpeg,10,implicit,logits,0.5354407429695129,bridgetower,natural,864518146
"After taking a shower at the gym, Sarah discovered that her skirt needed to be pressed free of wrinkles before she returned to work. Sarah used this to smooth her skirt.",afforded_image,warmthermos_natural.jpeg,11,implicit,logits,-4.991326808929443,bridgetower,natural,864518146
"After taking a shower at the gym, Sarah discovered that her skirt needed to be pressed free of wrinkles before she returned to work. Sarah used this to smooth her skirt.",non-afforded_image,hairpin_natural.jpeg,11,implicit,logits,-1.0546358823776245,bridgetower,natural,864518146
"After taking a shower at the gym, Sarah discovered that her skirt needed to be pressed free of wrinkles before she returned to work. Sarah used this to smooth her skirt.",related_image,hairdryer_natural.jpeg,11,implicit,logits,-0.02462172508239746,bridgetower,natural,864518146
"At work, Aaron realized that he forgot his cap. The rule was that if your hair isn't covered, you cannot work. Aaron used this to cover his hair.",afforded_image,sandwichwrapper_natural.jpeg,12,implicit,logits,-0.860566258430481,bridgetower,natural,864518146
"At work, Aaron realized that he forgot his cap. The rule was that if your hair isn't covered, you cannot work. Aaron used this to cover his hair.",non-afforded_image,hamburgerbun_natural.png,12,implicit,logits,-2.8346176147460938,bridgetower,natural,864518146
"At work, Aaron realized that he forgot his cap. The rule was that if your hair isn't covered, you cannot work. Aaron used this to cover his hair.",related_image,showercap_natural.jpeg,12,implicit,logits,1.5084946155548096,bridgetower,natural,864518146
Marissa forgot to bring her pillow on her camping trip. Marisa used this as a pillow.,afforded_image,leaves_natural.jpeg,13,implicit,logits,-4.385354042053223,bridgetower,natural,864518146
Marissa forgot to bring her pillow on her camping trip. Marisa used this as a pillow.,non-afforded_image,water_natural.jpeg,13,implicit,logits,-3.136540174484253,bridgetower,natural,864518146
Marissa forgot to bring her pillow on her camping trip. Marisa used this as a pillow.,related_image,clothes_natural.jpeg,13,implicit,logits,-6.193728923797607,bridgetower,natural,864518146
"After wading barefoot in the lake, Erik needed something to get dry. Erik used this to dry his feet.",afforded_image,shirt_natural.jpeg,14,implicit,logits,-3.287838935852051,bridgetower,natural,864518146
"After wading barefoot in the lake, Erik needed something to get dry. Erik used this to dry his feet.",non-afforded_image,glasses_natural.jpeg,14,implicit,logits,-3.076995372772217,bridgetower,natural,864518146
"After wading barefoot in the lake, Erik needed something to get dry. Erik used this to dry his feet.",related_image,towel_natural.jpeg,14,implicit,logits,1.3003727197647095,bridgetower,natural,864518146
"While taking a walk, Colleen ran into an old friend. They exchanged phone numbers, but Colleen couldn't find anything to write on. Colleen used this to write the phone number on.",afforded_image,popsiclestick_natural.jpeg,15,implicit,logits,0.8751823306083679,bridgetower,natural,864518146
"While taking a walk, Colleen ran into an old friend. They exchanged phone numbers, but Colleen couldn't find anything to write on. Colleen used this to write the phone number on.",non-afforded_image,bentearring_natural.jpeg,15,implicit,logits,-1.3552002906799316,bridgetower,natural,864518146
"While taking a walk, Colleen ran into an old friend. They exchanged phone numbers, but Colleen couldn't find anything to write on. Colleen used this to write the phone number on.",related_image,notepad_natural.jpeg,15,implicit,logits,1.4784760475158691,bridgetower,natural,864518146
Harry accidentally dropped his book behind his bed. He couldn't reach it with his hand. Harry used this to push it out.,afforded_image,rolledpaper_natural.jpeg,16,implicit,logits,-2.3826990127563477,bridgetower,natural,864518146
Harry accidentally dropped his book behind his bed. He couldn't reach it with his hand. Harry used this to push it out.,non-afforded_image,smellysock_natural.jpeg,16,implicit,logits,-1.5543768405914307,bridgetower,natural,864518146
Harry accidentally dropped his book behind his bed. He couldn't reach it with his hand. Harry used this to push it out.,related_image,mophandle_natural.jpeg,16,implicit,logits,-1.7027332782745361,bridgetower,natural,864518146
"Janet was teaching and needed to draw on the blackboard, but there were no fresh supplies in the classroom. Janet used this to draw on the blackboard.",afforded_image,rice_natural.jpeg,17,implicit,logits,-4.46478796005249,bridgetower,natural,864518146
"Janet was teaching and needed to draw on the blackboard, but there were no fresh supplies in the classroom. Janet used this to draw on the blackboard.",non-afforded_image,water_natural.jpeg,17,implicit,logits,-3.1190576553344727,bridgetower,natural,864518146
"Janet was teaching and needed to draw on the blackboard, but there were no fresh supplies in the classroom. Janet used this to draw on the blackboard.",related_image,chalk_natural.jpeg,17,implicit,logits,0.2760915756225586,bridgetower,natural,864518146
"Judy was using the Xerox machine in the hallway, but people kept cutting in to make a few copies. Judy moved her Xerox machine here for more privacy.",afforded_image,thelavatory_natural.jpeg,18,implicit,logits,-3.5865731239318848,bridgetower,natural,864518146
"Judy was using the Xerox machine in the hallway, but people kept cutting in to make a few copies. Judy moved her Xerox machine here for more privacy.",non-afforded_image,hermailbox_natural.jpeg,18,implicit,logits,-2.1045873165130615,bridgetower,natural,864518146
"Judy was using the Xerox machine in the hallway, but people kept cutting in to make a few copies. Judy moved her Xerox machine here for more privacy.",related_image,heroffice_natural.jpeg,18,implicit,logits,-3.6550979614257812,bridgetower,natural,864518146
